3.200000	2.900000	3.500000	-0.100000	3.000000	2.500000	1.500000	-0.900000	2.500000	1.500000	1.500000	-0.900000	2.900000	2.500000	1.500000	0.150000
2.000000	2.000000	1.500000	-0.990000	2.800000	2.000000	3.500000	-0.900000	1.500000	2.000000	1.500000	-0.900000	3.500000	2.000000	4.000000	-1.130000
2.700000	4.000000	3.000000	-0.250000	3.200000	4.000000	3.000000	1.510000	3.300000	4.000000	4.000000	-0.900000	2.500000	4.000000	3.000000	1.440000
2.300000	3.000000	2.500000	-0.620000	3.300000	4.000000	2.500000	1.510000	2.500000	4.000000	2.500000	0.530000	4.000000	4.000000	3.000000	0.150000
1.200000	2.000000	1.500000	-0.840000	2.000000	2.000000	2.000000	-0.900000	2.800000	1.500000	2.500000	0.530000	2.300000	2.000000	1.000000	-1.130000
3.200000	3.500000	4.000000	-0.680000	2.800000	4.000000	4.000000	1.090000	3.000000	3.000000	4.000000	0.000000	2.500000	4.000000	4.000000	3.720000
3.700000	3.500000	4.000000	0.020000	4.000000	3.000000	4.000000	-0.360000	3.800000	3.000000	4.000000	0.000000	3.300000	3.000000	3.500000	-0.370000
2.800000	3.000000	3.000000	-0.260000	2.800000	4.000000	3.000000	-0.360000	3.200000	3.000000	3.000000	-0.860000	2.500000	4.000000	3.000000	-0.370000
4.000000	3.000000	3.000000	1.820000	4.000000	4.000000	4.000000	3.620000	4.000000	4.000000	4.000000	3.420000	4.000000	4.000000	4.000000	0.740000
3.300000	3.500000	2.000000	-0.120000	3.300000	4.000000	3.000000	-0.360000	3.800000	2.500000	2.500000	0.000000	4.000000	4.000000	3.000000	-0.370000
3.000000	4.000000	3.000000	-0.820000	3.000000	3.000000	2.500000	-0.360000	2.700000	2.500000	3.500000	0.000000	4.000000	4.000000	3.500000	-0.370000
3.300000	3.000000	4.000000	1.960000	2.700000	3.000000	4.000000	-0.360000	2.500000	3.500000	3.500000	0.000000	2.800000	2.500000	4.000000	-0.370000
3.300000	3.000000	4.000000	0.020000	3.200000	4.000000	2.500000	-0.360000	3.500000	4.000000	4.000000	0.680000	3.300000	3.500000	3.500000	0.000000
2.000000	2.000000	3.000000	-1.790000	3.200000	2.500000	4.000000	-0.360000	3.500000	2.500000	4.000000	-0.860000	3.200000	2.500000	4.000000	-0.370000
2.700000	3.000000	4.000000	0.020000	3.000000	3.000000	4.000000	0.000000	3.300000	2.000000	4.000000	0.000000	2.700000	3.000000	4.000000	-0.370000
4.000000	3.500000	4.000000	-0.400000	3.500000	3.500000	4.000000	-0.360000	3.500000	2.500000	3.000000	-0.860000	3.500000	3.500000	3.500000	-0.370000
4.000000	3.500000	4.000000	0.020000	2.500000	1.500000	3.500000	-0.360000	3.200000	2.000000	2.500000	-0.860000	3.000000	1.500000	4.000000	-0.370000
2.800000	4.000000	3.000000	0.240000	3.200000	4.000000	4.000000	2.730000	3.500000	4.000000	3.000000	0.440000	3.000000	4.000000	4.000000	1.880000
3.300000	3.500000	3.000000	-0.660000	2.700000	2.000000	4.000000	-0.550000	2.800000	3.000000	3.500000	-0.440000	2.200000	2.400000	3.000000	-0.470000
2.800000	2.500000	4.000000	-0.660000	2.500000	3.600000	3.500000	-0.550000	2.500000	3.000000	3.000000	-0.440000	2.300000	2.400000	3.000000	-0.470000
2.300000	1.500000	1.500000	-1.110000	4.000000	4.000000	4.000000	0.000000	3.800000	4.000000	4.000000	0.000000	3.800000	4.000000	4.000000	-0.470000
4.000000	4.000000	4.000000	0.690000	2.500000	4.000000	4.000000	-0.550000	3.500000	4.000000	4.000000	-0.440000	2.300000	4.000000	2.500000	-0.470000
2.500000	4.000000	3.000000	0.690000	3.000000	4.000000	4.000000	2.190000	3.700000	4.000000	4.000000	3.560000	2.800000	4.000000	3.500000	0.940000
4.000000	3.000000	4.000000	-0.880000	3.500000	3.000000	4.000000	-0.550000	2.700000	4.000000	3.000000	-0.440000	2.000000	2.400000	3.000000	-0.470000
3.300000	3.000000	3.000000	0.130000	2.800000	4.000000	4.000000	0.000000	3.800000	4.000000	4.000000	-0.440000	2.500000	4.000000	3.500000	2.820000
3.200000	3.000000	4.000000	-5.500000	3.200000	3.500000	4.000000	-0.330000	3.300000	3.500000	4.000000	0.060000	2.700000	4.000000	3.500000	0.060000
2.800000	2.500000	4.000000	-0.560000	2.200000	3.000000	2.500000	-0.330000	2.500000	3.000000	3.000000	-0.700000	2.500000	1.500000	1.000000	0.060000
2.700000	3.000000	2.000000	-0.690000	2.700000	3.000000	3.500000	-0.330000	2.300000	2.500000	2.500000	-0.700000	2.500000	3.000000	1.000000	-0.700000
3.200000	4.000000	4.000000	0.410000	2.800000	4.000000	4.000000	-0.330000	3.000000	4.000000	3.500000	1.560000	3.200000	4.000000	3.500000	0.060000
2.300000	2.000000	4.000000	-0.690000	2.200000	3.000000	3.000000	-0.330000	2.500000	3.000000	3.500000	-0.700000	1.200000	2.500000	2.000000	-0.700000
2.200000	3.000000	2.500000	-0.620000	2.800000	4.000000	4.000000	-0.330000	2.000000	3.500000	3.500000	0.060000	2.800000	3.000000	3.500000	0.060000
2.800000	4.000000	4.000000	-0.620000	2.000000	4.000000	3.000000	-0.330000	2.000000	4.000000	3.000000	-0.700000	3.000000	4.000000	2.000000	-0.700000
2.200000	2.500000	3.000000	-0.760000	3.500000	3.000000	3.500000	-0.330000	3.300000	3.000000	3.500000	-0.700000	3.000000	3.000000	3.500000	-0.700000
3.200000	3.000000	4.000000	-5.500000	3.000000	4.000000	4.000000	-0.330000	2.200000	4.000000	4.000000	-0.700000	3.200000	4.000000	4.000000	-0.700000
