slp,incpt,ssResid
1.223849890036232,-1,47.91510309968874
1.223849890036232,-0.95,46.730654235138246
1.223849890036232,-0.9,45.56120537058776
1.223849890036232,-0.85,44.406756506037254
1.223849890036232,-0.8,43.26730764148676
1.223849890036232,-0.75,42.142858776936265
1.223849890036232,-0.7,41.033409912385764
1.223849890036232,-0.6499999999999999,39.93896104783528
1.223849890036232,-0.6,38.85951218328478
1.223849890036232,-0.55,37.79506331873428
1.223849890036232,-0.5,36.74561445418379
1.223849890036232,-0.44999999999999996,35.71116558963329
1.223849890036232,-0.3999999999999999,34.69171672508279
1.223849890036232,-0.35,33.6872678605323
1.223849890036232,-0.29999999999999993,32.697818995981805
1.223849890036232,-0.25,31.72337013143131
1.223849890036232,-0.19999999999999996,30.763921266880814
1.223849890036232,-0.1499999999999999,29.819472402330312
1.223849890036232,-0.09999999999999998,28.890023537779825
1.223849890036232,-0.04999999999999993,27.975574673229325
1.223849890036232,0,27.07612580867883
1.223849890036232,0.050000000000000044,26.19167694412834
1.223849890036232,0.10000000000000009,25.32222807957784
1.223849890036232,0.15000000000000013,24.467779215027342
1.223849890036232,0.20000000000000018,23.628330350476844
1.223849890036232,0.25,22.803881485926354
1.223849890036232,0.30000000000000004,21.994432621375857
1.223849890036232,0.3500000000000001,21.19998375682536
1.223849890036232,0.40000000000000013,20.420534892274862
1.223849890036232,0.4500000000000002,19.656086027724367
1.223849890036232,0.5,18.906637163173876
1.223849890036232,0.55,18.17218829862338
1.223849890036232,0.6000000000000001,17.45273943407289
1.223849890036232,0.6500000000000001,16.74829056952239
1.223849890036232,0.7000000000000002,16.05884170497189
1.223849890036232,0.75,15.384392840421398
1.223849890036232,0.8,14.724943975870902
1.223849890036232,0.8500000000000001,14.080495111320406
1.223849890036232,0.9000000000000001,13.45104624676991
1.223849890036232,0.9500000000000002,12.836597382219415
1.223849890036232,1,12.23714851766892
1.2518853671089945,-1,46.53025700507338
1.2518853671089945,-0.95,45.362629426766546
1.2518853671089945,-0.9,44.2100018484597
1.2518853671089945,-0.85,43.07237427015288
1.2518853671089945,-0.8,41.94974669184602
1.2518853671089945,-0.75,40.84211911353919
1.2518853671089945,-0.7,39.74949153523235
1.2518853671089945,-0.6499999999999999,38.671863956925506
1.2518853671089945,-0.6,37.60923637861868
1.2518853671089945,-0.55,36.56160880031184
1.2518853671089945,-0.5,35.528981222005
1.2518853671089945,-0.44999999999999996,34.511353643698165
1.2518853671089945,-0.3999999999999999,33.50872606539132
1.2518853671089945,-0.35,32.52109848708449
1.2518853671089945,-0.29999999999999993,31.548470908777645
1.2518853671089945,-0.25,30.59084333047081
1.2518853671089945,-0.19999999999999996,29.648215752163978
1.2518853671089945,-0.1499999999999999,28.72058817385713
1.2518853671089945,-0.09999999999999998,27.8079605955503
1.2518853671089945,-0.04999999999999993,26.910333017243456
1.2518853671089945,0,26.02770543893662
1.2518853671089945,0.050000000000000044,25.160077860629787
1.2518853671089945,0.10000000000000009,24.30745028232294
1.2518853671089945,0.15000000000000013,23.469822704016103
1.2518853671089945,0.20000000000000018,22.647195125709267
1.2518853671089945,0.25,21.83956754740243
1.2518853671089945,0.30000000000000004,21.046939969095593
1.2518853671089945,0.3500000000000001,20.26931239078875
1.2518853671089945,0.40000000000000013,19.506684812481907
1.2518853671089945,0.4500000000000002,18.759057234175074
1.2518853671089945,0.5,18.026429655868238
1.2518853671089945,0.55,17.308802077561403
1.2518853671089945,0.6000000000000001,16.606174499254557
1.2518853671089945,0.6500000000000001,15.91854692094772
1.2518853671089945,0.7000000000000002,15.245919342640883
1.2518853671089945,0.75,14.588291764334048
1.2518853671089945,0.8,13.945664186027212
1.2518853671089945,0.8500000000000001,13.318036607720368
1.2518853671089945,0.9000000000000001,12.70540902941353
1.2518853671089945,0.9500000000000002,12.107781451106693
1.2518853671089945,1,11.525153872799859
1.2807089562780547,-1,45.129425519105496
1.2807089562780547,-0.95,43.9790920943001
1.2807089562780547,-0.9,42.84375866949469
1.2807089562780547,-0.85,41.723425244689295
1.2807089562780547,-0.8,40.61809181988389
1.2807089562780547,-0.75,39.527758395078486
1.2807089562780547,-0.7,38.452424970273086
1.2807089562780547,-0.6499999999999999,37.39209154546768
1.2807089562780547,-0.6,36.34675812066229
1.2807089562780547,-0.55,35.316424695856874
1.2807089562780547,-0.5,34.30109127105148
1.2807089562780547,-0.44999999999999996,33.30075784624608
1.2807089562780547,-0.3999999999999999,32.31542442144067
1.2807089562780547,-0.35,31.34509099663527
1.2807089562780547,-0.29999999999999993,30.38975757182987
1.2807089562780547,-0.25,29.449424147024466
1.2807089562780547,-0.19999999999999996,28.524090722219068
1.2807089562780547,-0.1499999999999999,27.613757297413663
1.2807089562780547,-0.09999999999999998,26.718423872608263
1.2807089562780547,-0.04999999999999993,25.838090447802855
1.2807089562780547,0,24.972757022997456
1.2807089562780547,0.050000000000000044,24.122423598192057
1.2807089562780547,0.10000000000000009,23.287090173386652
1.2807089562780547,0.15000000000000013,22.466756748581247
1.2807089562780547,0.20000000000000018,21.66142332377585
1.2807089562780547,0.25,20.871089898970446
1.2807089562780547,0.30000000000000004,20.09575647416505
1.2807089562780547,0.3500000000000001,19.335423049359644
1.2807089562780547,0.40000000000000013,18.59008962455424
1.2807089562780547,0.4500000000000002,17.859756199748837
1.2807089562780547,0.5,17.144422774943436
1.2807089562780547,0.55,16.444089350138036
1.2807089562780547,0.6000000000000001,15.758755925332636
1.2807089562780547,0.6500000000000001,15.088422500527228
1.2807089562780547,0.7000000000000002,14.433089075721828
1.2807089562780547,0.75,13.792755650916428
1.2807089562780547,0.8,13.167422226111029
1.2807089562780547,0.8500000000000001,12.557088801305625
1.2807089562780547,0.9000000000000001,11.961755376500218
1.2807089562780547,0.9500000000000002,11.381421951694819
1.2807089562780547,1,10.816088526889418
1.310361736397442,-1,43.7125710244964
1.310361736397442,-0.95,42.580029267762626
1.310361736397442,-0.9,41.462487511028854
1.310361736397442,-0.85,40.35994575429509
1.310361736397442,-0.8,39.27240399756131
1.310361736397442,-0.75,38.19986224082755
1.310361736397442,-0.7,37.14232048409378
1.310361736397442,-0.6499999999999999,36.099778727360004
1.310361736397442,-0.6,35.072236970626236
1.310361736397442,-0.55,34.05969521389247
1.310361736397442,-0.5,33.0621534571587
1.310361736397442,-0.44999999999999996,32.079611700424934
1.310361736397442,-0.3999999999999999,31.11206994369116
1.310361736397442,-0.35,30.159528186957395
1.310361736397442,-0.29999999999999993,29.221986430223616
1.310361736397442,-0.25,28.29944467348985
1.310361736397442,-0.19999999999999996,27.391902916756088
1.310361736397442,-0.1499999999999999,26.49936116002231
1.310361736397442,-0.09999999999999998,25.621819403288548
1.310361736397442,-0.04999999999999993,24.75927764655477
